"GEBIED_NAAM","18_en_ouder","18_tot_65","65_en_ouder"
"Stationsplein e.o.",NA,NA,NA
"Steigereiland Noord",45.6,44.9,58.7
"Steigereiland Zuid",44.8,43.9,55.3
"Strandeiland",NA,NA,NA
"Surinamepleinbuurt",34.9,32.4,48.6
"Swammerdambuurt",31.1,29.4,46.5
"Teleport",35.9,35.7,NA
"Terrasdorp",54.4,51.5,63.6
"Transvaalbuurt Oost",41.6,38.7,59.6
"Transvaalbuurt West",43.6,39.8,62.8
"Trompbuurt",34.3,31.4,56.9
"Tuindorp Amstelstation",53.4,50.7,59.3
"Tuindorp Frankendael",46.9,44.6,54.9
"Tuindorp Nieuwendam Oost",53.5,50.3,62.4
"Tuindorp Nieuwendam West",55.2,49.9,64.9
"Tuindorp Oostzaan Oost",56.4,53.1,66.3
"Tuindorp Oostzaan West",57.8,54.3,63.9
"Twiske Oost",54.6,51.8,61.7
"Twiske West",49.5,47.7,56.7
"Uilenburg",37.3,34.7,48.1
"Utrechtsebuurt Zuid",35,32.6,44.3
"VU-kwartier",36.7,36.2,NA
"Valeriusbuurt Oost",35.1,33.6,41.6
"Valeriusbuurt West",37.2,34.9,46.7
"Valkenburg",35.8,31.5,47.6
"Van Brakelkwartier",46.7,43.4,65.9
"Van Loonbuurt",33,30.6,42.9
"Van Tuyllbuurt",38.3,35.2,56.3
"Van der Helstpleinbuurt",34.4,32.4,51.1
"Van der Kunbuurt",46.8,43.9,62.4
"Van der Pekbuurt",50.4,48.5,63.1
"Veluwebuurt",39.7,37.1,49.5
"Venserpolder Oost",51.5,50,61.5
"Venserpolder West",53.7,52.2,61.7
"Vervoerscentrum",NA,NA,NA
"Vivaldi",29.2,28.8,50.1
"Vliegenbos",40.4,38.6,53.5
"Vogelbuurt Noord",49.8,46.8,65.8
"Vogelbuurt Zuid",50,47.5,63.2
"Vogeltjeswei",49.8,48.1,55.3
"Vondelpark Oost",NA,NA,NA
"Vondelpark West",NA,NA,NA
"Vondelparkbuurt Midden",36.7,33.6,48.9
"Vondelparkbuurt Oost",33.5,32.1,40
"Vondelparkbuurt West",34.5,31.7,48.3
"WG-terrein",37.5,34.5,47.4
"Walvisbuurt",51.4,49.5,59.8
"Waterloopleinbuurt",37.2,34,47.5
"Weesperbuurt",33.2,29.8,46.6
"Weespertrekvaart",34.3,33.9,44.7
"Weesperzijde Midden/Zuid",34,31.4,49.4
"Werengouw Midden",53.2,51.3,62.2
"Werengouw Zuid",52.1,51.7,54
"Westelijke eilanden",37.8,34.8,47.4
"Westerdokseiland",40.1,37.3,47.8
"Westergasfabriek",NA,NA,NA
"Westerstaatsman",36.4,35,56.2
"Westhaven Noord",45.7,47.7,NA
"Westhaven Zuid",NA,NA,NA
"Westlandgrachtbuurt",36.6,34,54.7
"Weteringbuurt",32.3,30.4,43.8
"Wielingenbuurt",33.6,30.1,48.7
"Wildeman",57.2,55.2,63.6
"Willemsparkbuurt Noord",34.9,33.2,43.4
"Willibrordusbuurt",37.2,33.4,53.3
"Wittenburg",41.9,39.5,51.1
"Woon- en Groengebied Sloterdijk",37.9,36.5,57.7
"Zaagpoortbuurt",36.8,35.2,51.8
"Zamenhofstraat e.o.",NA,NA,NA
"Zeeburgerdijk Oost",43.3,40.3,55.3
"Zeeburgereiland Noordoost",50.4,49.4,NA
"Zeeburgereiland Noordwest",53.2,50.1,NA
"Zeeburgereiland Zuidoost",28.4,28.3,NA
"Zeeburgereiland Zuidwest",29.3,28.6,NA
"Zeeheldenbuurt",41.9,39.3,54.8
"Zorgvlied",38.1,36.8,NA
"Zuidas Noord",33.8,32.9,49.2
"Zuidas Zuid",37.9,37.5,45.8
"Zuiderhof",32.3,32.3,NA
"Zuiderkerkbuurt",37.8,34.5,48.2
"Zuidoostkwadrant Indische buurt",47.6,44.7,63.7
"Zuidwestkwadrant Indische buurt",49.1,45.2,65.7
"Zuidwestkwadrant Osdorp Noord",54.6,51.7,66.6
"Zuidwestkwadrant Osdorp Zuid",50.5,49.1,62.4
"Zunderdorp",44.9,41.5,53
"Zwarte Gouw",NA,NA,NA
"de Plantage",32.9,29.8,43.1
